is_cancelled,lead_time,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,is_repeated_guest,previous_cancellations,previous_bookings_not_cancelled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,has_booking_changes,has_special_requests,has_previous_cancellations
1,147,0,4,2,2.0,0,0,0,0,H,A,0,No Deposit,77,Transient,175.16134305675007,0,0,False,False,False
1,140,1,4,2,0.0,0,0,0,0,A,A,6,No Deposit,0,Transient,85.33760994590398,2,0,True,False,False
1,60,2,2,1,1.0,0,0,1,0,A,F,0,No Deposit,5,Transient,102.38631918439032,1,1,False,True,True
1,143,1,2,2,0.0,0,0,0,0,A,A,0,No Deposit,0,Transient,95.57747573914652,0,0,False,False,False
1,74,2,4,1,0.0,0,0,0,0,A,E,0,No Deposit,0,Transient,112.69843518994507,0,0,False,False,False
1,135,0,4,2,1.0,0,0,0,0,A,D,0,Non Refund,0,Transient,69.72858127417592,0,0,False,False,False
1,60,0,0,1,0.0,0,0,0,0,A,G,0,No Deposit,0,Transient,120.02145377939104,1,0,False,False,False
1,124,0,1,2,0.0,0,0,0,0,A,E,0,No Deposit,0,Transient-Party,106.62771135135748,0,1,False,True,False
1,142,2,2,2,0.0,0,0,0,0,A,A,0,No Deposit,0,Transient,109.4370269833554,0,0,False,False,False
1,89,0,3,2,0.0,0,0,0,0,D,A,1,No Deposit,0,Transient,134.16834550864914,1,3,True,True,False
1,81,1,1,1,2.0,0,0,0,0,C,D,1,No Deposit,3,Transient,58.38258163340807,0,0,True,False,False
1,69,1,3,2,0.0,0,0,0,0,D,G,0,No Deposit,0,Transient-Party,64.89825227897182,0,2,False,True,False
1,85,1,0,2,0.0,0,0,0,0,E,A,1,No Deposit,62,Transient-Party,303.5304794815327,0,0,True,False,False
1,116,2,3,3,0.0,0,1,0,0,A,A,0,Non Refund,0,Transient,113.55896946431383,0,0,False,False,False
1,98,2,5,1,3.0,0,0,0,0,A,A,0,No Deposit,223,Contract,72.8366835548349,0,4,False,True,False
1,54,2,2,2,0.0,0,0,0,0,L,A,6,Non Refund,0,Transient-Party,88.12761130698287,0,2,True,True,False
1,78,2,10,2,0.0,0,0,0,0,E,A,0,No Deposit,0,Transient,110.47486081713028,0,0,False,False,False
1,71,3,1,2,0.0,0,0,0,0,D,A,0,No Deposit,0,Transient,75.61911731963446,0,0,False,False,False
1,130,0,5,2,0.0,0,0,3,0,A,A,0,No Deposit,0,Transient,253.4137419663585,0,1,False,True,True
1,131,0,0,2,0.0,0,0,0,0,A,C,0,No Deposit,57,Transient,150.7443639958132,0,0,False,False,False
1,75,2,5,1,1.0,1,0,0,0,A,D,2,No Deposit,10,Transient,227.90881096564317,0,2,True,True,False
1,64,0,2,2,0.0,0,0,0,0,A,F,0,No Deposit,0,Transient,98.91974805385134,0,2,False,True,False
1,64,2,4,2,0.0,0,0,0,0,A,E,0,No Deposit,108,Transient,252.73398432212704,0,0,False,False,False
1,96,2,2,2,0.0,0,0,0,0,E,A,4,No Deposit,0,Transient,80.16698151345715,0,0,True,False,False
1,41,0,2,0,0.0,0,0,0,0,E,A,1,No Deposit,46,Transient,74.7948244976027,0,4,True,True,False
1,87,0,3,1,0.0,0,0,0,0,A,A,6,Refundable,0,Transient,77.66282563758546,0,0,True,False,False
1,139,0,2,1,0.0,0,0,0,0,C,A,0,No Deposit,0,Transient,148.06802199576154,0,2,False,True,False
1,112,2,0,1,0.0,0,0,0,0,A,A,0,No Deposit,0,Transient,179.4949335910476,0,1,False,True,False
1,136,0,4,2,1.0,0,0,0,0,A,A,3,No Deposit,0,Transient,144.4878983113215,0,2,True,True,False
1,67,0,4,2,0.0,0,0,0,0,A,B,0,No Deposit,0,Transient,238.3563570710114,0,0,False,False,False
1,83,2,10,3,0.0,0,0,1,0,A,A,0,No Deposit,0,Transient-Party,108.84430994921794,0,2,False,True,True
1,120,0,3,3,0.0,0,0,0,0,D,A,1,No Deposit,58,Transient,149.13544334309697,0,0,True,False,False
1,144,1,3,1,0.0,0,0,0,0,A,A,1,No Deposit,0,Transient-Party,93.24409322724028,0,0,True,False,False
1,106,0,3,2,0.0,0,0,0,0,D,A,7,No Deposit,0,Transient,124.59842019576588,0,2,True,True,False
1,45,16,5,1,0.0,0,0,0,0,D,A,0,Non Refund,0,Transient,83.58830164012254,0,1,False,True,False
1,107,2,3,1,0.0,0,0,0,0,E,D,1,No Deposit,0,Transient,71.64243403121098,0,0,True,False,False
1,43,0,3,2,0.0,0,0,0,0,H,A,0,No Deposit,0,Transient,107.72690109958006,0,5,False,True,False
1,130,0,3,2,0.0,0,0,0,0,A,A,0,No Deposit,224,Transient,51.142165872116536,0,1,False,True,False
1,74,3,1,2,0.0,0,0,0,0,A,A,0,No Deposit,0,Transient-Party,135.16867506823226,0,0,False,False,False
1,76,0,4,1,2.0,0,0,0,0,A,A,1,No Deposit,0,Transient,171.86141197134737,0,0,True,False,False
1,46,0,3,2,0.0,0,0,0,0,A,G,2,No Deposit,0,Transient,143.23374102366665,0,0,True,False,False
1,41,1,3,2,0.0,0,0,0,0,A,A,1,No Deposit,0,Transient,250.824252612938,0,0,True,False,False
1,52,2,1,2,0.0,0,0,0,0,A,A,4,No Deposit,0,Transient,49.45290260615848,0,0,True,False,False
1,140,2,8,2,0.0,0,1,3,0,F,A,0,No Deposit,0,Contract,166.97482103054742,1,0,False,False,True
1,81,1,2,2,0.0,0,0,0,0,A,A,0,No Deposit,0,Transient,85.81446067059262,0,2,False,True,False
1,41,1,3,2,0.0,0,0,0,0,A,A,3,Non Refund,21,Transient,145.12504805601282,0,2,True,True,False
1,107,2,2,2,0.0,0,0,0,0,A,A,1,No Deposit,0,Transient,93.97219351803928,0,0,True,False,False
1,57,0,3,1,0.0,0,0,0,0,A,A,3,No Deposit,0,Transient-Party,150.8249638457615,0,0,True,False,False
1,42,0,2,2,0.0,0,0,0,0,A,A,0,No Deposit,0,Transient,60.41751025990872,0,0,False,False,False
1,63,0,4,2,2.0,0,0,0,0,A,F,0,No Deposit,0,Transient,68.33416843011621,0,0,False,False,False
1,58,2,1,2,0.0,0,0,0,0,A,A,1,No Deposit,0,Transient,152.25646190860527,0,2,True,True,False
1,129,0,5,2,0.0,0,0,0,0,E,A,1,No Deposit,0,Transient,211.8880976745824,0,0,True,False,False
1,88,1,2,2,0.0,0,0,0,0,A,C,0,No Deposit,0,Transient,204.48426276344776,0,4,False,True,False
1,51,4,3,1,0.0,0,0,0,0,A,B,5,No Deposit,0,Transient-Party,121.03853018225094,0,0,True,False,False
1,85,2,1,1,0.0,0,0,0,0,A,A,0,No Deposit,0,Transient-Party,55.30567210342272,0,0,False,False,False
1,63,2,4,1,0.0,0,0,0,0,D,D,1,No Deposit,0,Transient,147.00876043131854,0,0,True,False,False
1,114,0,3,2,0.0,0,0,0,0,A,A,2,No Deposit,0,Transient,128.990111577104,0,0,True,False,False
1,142,1,3,1,0.0,0,0,0,0,A,B,2,Non Refund,122,Transient,74.09491469644658,0,1,True,True,False
1,56,2,3,2,2.0,0,0,0,0,C,F,1,No Deposit,0,Transient,115.74564103062112,0,2,True,True,False
1,103,1,10,2,0.0,0,0,0,0,A,A,1,No Deposit,0,Transient,96.1428942352416,0,0,True,False,False
1,48,3,2,2,0.0,0,0,0,0,A,F,0,Non Refund,0,Transient,53.02314572186016,0,0,False,False,False
1,51,1,2,1,0.0,0,0,0,0,G,A,1,No Deposit,0,Transient,103.6498680914934,0,0,True,False,False
1,140,3,1,2,0.0,0,0,0,0,H,A,0,No Deposit,0,Transient,117.56887353016202,0,2,False,True,False
1,144,2,3,2,0.0,0,0,0,3,A,H,0,No Deposit,0,Transient,196.85259926173083,0,0,False,False,False
1,120,1,2,2,0.0,0,0,0,0,E,A,1,No Deposit,0,Transient-Party,116.90279546137025,0,0,True,False,False
1,82,2,16,2,0.0,0,0,0,0,A,D,0,No Deposit,0,Transient,68.6059480842637,0,1,False,True,False
1,138,0,2,2,1.0,0,0,0,0,E,C,0,No Deposit,0,Transient-Party,129.64391492234273,1,0,False,False,False
1,122,2,5,1,3.0,0,0,0,0,G,A,0,Non Refund,0,Contract,100.75823271129812,0,0,False,False,False
1,134,0,3,2,0.0,0,0,0,0,A,A,3,No Deposit,178,Contract,55.1902067379744,0,0,True,False,False
1,85,1,3,1,0.0,0,0,0,0,A,A,1,No Deposit,0,Transient,111.64182910243228,0,0,True,False,False
1,71,1,3,3,0.0,0,0,0,0,A,A,1,No Deposit,0,Transient,309.3776980516204,0,0,True,False,False
1,43,2,2,1,0.0,1,0,0,0,A,A,1,No Deposit,0,Transient,307.9312247807702,0,0,True,False,False
1,149,1,3,2,0.0,0,0,1,0,H,A,0,No Deposit,0,Transient,156.07621759541576,0,0,False,False,True
1,113,2,3,2,0.0,0,0,0,0,A,D,0,No Deposit,0,Transient,77.15654265648216,0,0,False,False,False
1,91,2,1,3,0.0,0,0,0,0,A,A,1,No Deposit,0,Transient,56.55723113939873,0,0,True,False,False
1,126,2,3,2,0.0,0,0,0,0,A,A,0,No Deposit,0,Transient,135.631168558298,0,1,False,True,False
1,109,2,3,2,0.0,2,0,0,0,E,A,0,No Deposit,0,Contract,168.57160286092213,0,1,False,True,False
1,81,2,3,1,0.0,0,0,0,0,A,D,0,No Deposit,0,Transient,228.3486649018957,0,0,False,False,False
1,142,0,3,2,0.0,0,0,0,0,E,A,7,No Deposit,0,Transient-Party,93.6852216182868,0,0,True,False,False
1,149,2,5,2,2.0,0,0,0,0,A,D,0,No Deposit,0,Transient,247.93638213281304,0,0,False,False,False
1,149,9,2,2,0.0,0,0,0,0,A,K,0,No Deposit,0,Transient,133.0106485813075,0,0,False,False,False
1,82,0,0,1,0.0,0,0,0,0,G,D,1,No Deposit,0,Transient,119.31737989784324,1,0,True,False,False
1,41,0,2,2,0.0,0,0,0,0,A,F,0,No Deposit,0,Transient,98.8037700701668,0,0,False,False,False
1,44,0,16,3,0.0,0,0,0,0,A,A,0,No Deposit,0,Transient,111.54320956807608,0,1,False,True,False
1,45,1,1,1,0.0,0,0,0,0,D,A,0,No Deposit,185,Transient,75.27173400059476,0,3,False,True,False
1,59,0,3,2,0.0,0,0,0,0,A,A,4,No Deposit,0,Transient,182.82395216291425,0,0,True,False,False
1,80,1,15,1,0.0,0,0,0,0,E,A,1,No Deposit,0,Transient,100.08050167256052,0,3,True,True,False
1,80,2,5,1,0.0,0,0,0,0,F,A,0,No Deposit,1,Transient,92.1483834660831,0,2,False,True,False
1,121,2,3,0,0.0,0,0,0,0,A,A,0,No Deposit,0,Transient,192.83272915807257,0,1,False,True,False
1,135,0,3,1,0.0,0,0,0,0,A,A,0,No Deposit,0,Transient,106.783062675688,0,2,False,True,False
1,86,0,2,2,0.0,2,0,0,0,G,A,1,No Deposit,0,Transient-Party,114.0785385774392,0,3,True,True,False
1,147,0,5,2,0.0,0,0,0,0,A,A,0,No Deposit,0,Contract,86.08817584005733,0,0,False,False,False
1,124,2,5,2,0.0,0,0,0,0,A,D,0,No Deposit,0,Transient,171.59105029503675,0,0,False,False,False
1,142,1,3,2,0.0,0,0,0,0,A,A,1,No Deposit,0,Transient,199.09222776605912,0,0,True,False,False
1,145,0,2,2,0.0,0,0,14,0,G,D,1,No Deposit,0,Transient,108.71579137934324,0,0,True,False,True
1,85,2,0,2,0.0,1,0,0,0,A,D,2,Refundable,0,Transient,75.04578016909507,1,0,True,False,False
1,130,2,1,2,0.0,0,0,0,0,F,B,0,Non Refund,0,Transient,63.0856599233007,0,0,False,False,False
1,62,0,5,2,0.0,0,0,0,0,A,A,4,No Deposit,93,Transient,106.20150290968454,1,2,True,True,False
1,112,0,2,1,0.0,0,1,0,0,H,H,0,No Deposit,0,Contract,76.04486165288081,0,2,False,True,False
1,102,2,3,2,0.0,0,0,0,0,A,A,0,No Deposit,0,Transient,69.06001811118645,0,0,False,False,False
1,115,0,1,1,0.0,0,0,0,0,A,A,0,No Deposit,0,Transient,142.17701083761727,0,0,False,False,False
1,136,0,1,1,0.0,0,0,0,0,A,A,1,No Deposit,62,Transient,362.6374915214245,0,0,True,False,False
1,148,0,1,1,2.0,0,0,0,0,E,A,0,No Deposit,0,Transient,232.14669446171968,0,0,False,False,False
1,110,2,2,2,0.0,0,0,0,0,A,A,6,No Deposit,0,Transient,103.4151190189807,0,0,True,False,False
1,122,0,2,1,0.0,0,0,0,0,A,D,1,Refundable,0,Transient,62.777158658006485,0,0,True,False,False
1,121,2,2,1,0.0,0,0,0,0,A,C,0,Non Refund,122,Transient,69.76223248285672,0,0,False,False,False
1,76,2,6,1,3.0,0,0,0,0,A,D,0,No Deposit,0,Transient-Party,110.65221791745708,0,0,False,False,False
1,75,0,3,2,0.0,0,0,0,0,D,G,0,No Deposit,0,Transient-Party,397.045169285767,0,0,False,False,False
1,70,0,19,2,0.0,0,0,0,0,A,A,0,No Deposit,0,Transient,152.59446409640034,0,2,False,True,False
1,70,2,2,2,0.0,0,0,0,0,A,A,1,Non Refund,0,Transient,82.94590530421567,0,1,True,True,False
1,51,0,2,2,0.0,1,0,0,0,A,D,1,No Deposit,0,Transient,48.09500454228495,0,0,True,False,False
1,80,1,2,2,1.0,0,0,0,0,G,A,0,No Deposit,3,Transient-Party,161.43050438833757,0,0,False,False,False
1,109,0,5,2,0.0,0,0,0,0,A,A,1,No Deposit,0,Transient,56.12939155319853,0,1,True,True,False
1,67,1,3,2,0.0,0,0,0,0,A,A,0,No Deposit,0,Transient,119.53678380289428,0,0,False,False,False
1,120,0,2,3,0.0,0,1,0,0,E,G,0,No Deposit,0,Transient,86.49317609427108,0,1,False,True,False
1,137,2,0,2,0.0,0,0,0,0,A,A,0,No Deposit,0,Transient,126.1705607164618,0,0,False,False,False
1,86,1,2,2,0.0,0,0,0,0,A,E,1,No Deposit,0,Transient,127.22526089385477,0,0,True,False,False
1,133,0,2,0,0.0,0,0,0,0,A,E,0,No Deposit,0,Transient,123.67075868919476,2,0,False,False,False
1,50,2,1,0,0.0,0,0,0,0,A,D,1,No Deposit,0,Transient-Party,121.21461166503884,0,0,True,False,False
1,87,2,2,2,0.0,0,0,0,0,A,A,0,No Deposit,63,Transient-Party,73.4821865060804,0,0,False,False,False
1,139,2,3,2,0.0,0,0,0,0,A,A,0,No Deposit,0,Transient,94.25747778250476,0,0,False,False,False
1,126,1,2,2,0.0,0,0,0,0,A,A,0,No Deposit,0,Transient,73.51107570465162,0,0,False,False,False
1,59,0,4,3,0.0,0,0,0,0,A,A,4,No Deposit,0,Transient,151.4545652626012,0,1,True,True,False
1,150,0,4,4,0.0,0,0,0,0,B,A,1,No Deposit,0,Transient,61.02961432509356,1,0,True,False,False
1,82,2,1,2,0.0,0,0,19,0,A,D,0,No Deposit,0,Transient-Party,43.11252284990245,0,0,False,False,True
1,67,3,3,1,0.0,0,0,0,0,A,A,0,No Deposit,0,Transient,148.46690328854783,0,0,False,False,False
1,147,2,2,0,0.0,0,0,0,0,A,A,1,No Deposit,0,Transient,69.78114525676855,0,0,True,False,False
1,93,1,5,1,0.0,0,0,1,0,A,A,1,No Deposit,0,Transient,149.77409196533063,0,0,True,False,True
1,137,0,5,2,0.0,0,0,0,0,D,A,0,No Deposit,0,Transient,104.89431903648423,0,0,False,False,False
1,148,0,1,1,0.0,0,0,0,5,A,F,0,No Deposit,0,Transient,101.82313082278388,1,0,False,False,False
1,84,2,1,2,0.0,0,0,0,4,A,E,1,Non Refund,0,Transient-Party,59.22373988931413,0,0,True,False,False
1,71,2,1,2,1.0,0,1,0,0,D,A,0,No Deposit,0,Transient,94.55452564191798,0,0,False,False,False
1,41,1,2,2,0.0,0,0,0,0,B,A,3,No Deposit,0,Transient,119.02750575272547,0,1,True,True,False
1,83,0,1,2,1.0,0,0,0,0,A,A,1,Non Refund,0,Transient,145.6780590733445,0,2,True,True,False
1,97,0,4,2,2.0,2,0,0,0,A,A,0,No Deposit,0,Transient,157.76475875987165,0,0,False,False,False
1,62,0,3,1,0.0,0,0,25,0,A,A,1,No Deposit,0,Transient,196.69225394229983,0,0,True,False,True
1,123,2,3,2,0.0,0,0,0,0,A,A,1,Non Refund,0,Transient,98.69573453884831,1,0,True,False,False
1,133,0,3,3,0.0,0,0,0,0,A,A,0,No Deposit,0,Transient,117.51771263756152,0,0,False,False,False
1,96,6,3,1,0.0,0,0,0,0,A,A,1,Non Refund,0,Transient,73.62881360099504,0,0,True,False,False
1,121,0,3,2,2.0,0,0,0,0,A,A,0,No Deposit,0,Transient,217.10190335199223,1,1,False,True,False
1,140,2,4,3,0.0,0,1,0,0,D,A,0,No Deposit,0,Transient,291.74696649784613,0,0,False,False,False
1,97,0,3,2,0.0,0,1,0,57,A,A,0,No Deposit,0,Transient,34.64491542590368,0,0,False,False,False
1,56,0,1,2,0.0,0,0,0,0,A,A,0,No Deposit,0,Transient,138.7184656537746,0,0,False,False,False
1,146,16,4,2,0.0,0,0,0,22,A,A,0,No Deposit,0,Transient,101.76117346224714,0,1,False,True,False
1,118,2,2,2,0.0,0,0,0,0,A,A,1,No Deposit,0,Transient,71.76579708232167,0,0,True,False,False
1,45,1,0,2,0.0,0,0,0,0,A,A,0,No Deposit,0,Transient,77.44504924071641,0,0,False,False,False
1,130,0,3,1,0.0,0,0,0,0,G,A,1,No Deposit,0,Transient-Party,362.88150567054055,0,0,True,False,False
1,79,4,8,2,0.0,0,0,0,0,D,H,1,Non Refund,0,Transient,64.91499364213072,0,0,True,False,False
1,149,1,5,2,0.0,1,0,0,0,A,D,2,No Deposit,0,Transient,84.56320594481139,0,0,True,False,False
1,140,1,0,2,0.0,0,0,0,0,A,A,0,No Deposit,0,Transient,78.50201741807864,0,0,False,False,False
1,126,0,4,2,0.0,0,0,0,0,D,A,1,No Deposit,0,Transient,80.41201127957332,0,2,True,True,False
1,113,0,2,1,2.0,0,0,0,0,D,A,6,No Deposit,0,Transient-Party,95.09955654130472,0,2,True,True,False
1,136,0,2,2,2.0,0,0,0,0,A,A,1,No Deposit,0,Transient,104.8854865095739,0,0,True,False,False
1,67,2,3,0,0.0,0,0,0,0,A,A,0,Non Refund,0,Transient,255.75090735559792,0,0,False,False,False
1,63,0,1,2,0.0,0,0,0,0,A,A,0,No Deposit,0,Transient-Party,119.88442533754156,0,0,False,False,False
1,110,5,4,2,0.0,0,0,0,0,E,G,4,No Deposit,0,Transient,109.39068562663076,0,1,True,True,False
1,108,0,3,1,0.0,1,0,0,0,A,A,0,No Deposit,0,Transient,71.9468879612589,0,0,False,False,False
1,109,0,3,2,0.0,0,0,0,0,A,A,1,No Deposit,0,Group,149.53286001326035,0,0,True,False,False
1,138,0,3,2,0.0,0,0,1,0,A,A,0,Non Refund,0,Transient,63.1698055476376,0,1,False,True,True
1,107,3,3,2,0.0,0,0,0,0,F,A,1,No Deposit,0,Transient,378.59040094474426,1,1,True,True,False
1,138,5,3,2,0.0,0,0,0,0,A,E,1,No Deposit,0,Transient-Party,119.61851671115784,0,3,True,True,False
1,82,0,5,2,0.0,0,0,0,0,A,A,0,No Deposit,0,Contract,65.3095240137004,0,1,False,True,False
1,57,0,4,2,0.0,0,0,0,0,F,A,0,No Deposit,0,Transient,145.6151152928356,0,1,False,True,False
1,116,1,9,2,0.0,0,0,0,0,A,A,0,Non Refund,0,Transient-Party,275.2946551799853,0,0,False,False,False
1,55,1,3,1,2.0,0,0,0,0,A,A,0,No Deposit,0,Transient,116.81110213176622,0,0,False,False,False
1,79,0,3,1,0.0,0,1,0,0,A,D,1,No Deposit,0,Transient,74.41080421365801,0,0,True,False,False
1,61,0,1,2,0.0,2,0,0,0,A,A,0,No Deposit,0,Transient,88.961342414032,0,0,False,False,False
1,49,2,4,2,0.0,0,0,0,0,A,A,1,No Deposit,0,Transient-Party,311.4744499390416,0,0,True,False,False
1,59,16,1,2,0.0,0,0,0,0,E,D,2,No Deposit,0,Group,60.2330171395378,0,0,True,False,False
1,108,1,1,2,0.0,0,0,0,0,A,A,0,No Deposit,0,Transient,73.58105372252405,0,1,False,True,False
1,117,0,5,1,0.0,0,0,1,0,D,A,0,No Deposit,0,Transient,151.17675912880284,0,0,False,False,True
1,107,0,3,2,0.0,0,0,11,0,A,D,0,No Deposit,0,Transient,309.6545375504009,1,2,False,True,True
1,103,3,3,2,0.0,0,0,0,0,A,D,1,No Deposit,0,Transient,175.5900556328844,0,0,True,False,False
1,146,2,1,2,0.0,0,0,0,0,A,A,1,No Deposit,0,Transient,209.1349494140684,0,0,True,False,False
1,44,1,3,2,0.0,0,0,26,0,G,A,0,No Deposit,0,Transient,127.5197840641534,0,0,False,False,True
1,77,1,5,2,0.0,0,0,0,0,A,A,1,Non Refund,0,Transient,199.32095724392732,0,0,True,False,False
1,93,1,3,2,0.0,0,0,0,0,A,A,0,No Deposit,0,Transient,119.84790624319028,0,0,False,False,False
1,49,0,13,2,0.0,0,0,0,0,A,A,0,Non Refund,0,Transient,60.72589720450979,0,1,False,True,False
1,137,2,2,2,0.0,0,0,0,0,A,A,1,No Deposit,0,Transient,235.9259080388436,0,0,True,False,False
1,49,1,2,2,0.0,0,0,0,0,D,E,2,Non Refund,27,Transient,122.07392383064912,0,2,True,True,False
1,56,16,5,2,0.0,0,0,0,0,A,A,1,No Deposit,70,Transient,111.36512206985752,0,0,True,False,False
1,105,0,0,2,0.0,0,0,0,0,A,A,1,No Deposit,0,Transient,57.96273993012591,0,0,True,False,False
1,93,2,5,1,0.0,0,0,0,0,B,B,1,No Deposit,0,Contract,76.3600993361471,0,0,True,False,False
1,61,0,3,2,0.0,0,1,0,0,A,A,2,No Deposit,0,Transient,168.06386984061257,1,0,True,False,False
1,57,2,5,1,0.0,0,0,0,0,A,F,0,No Deposit,42,Transient,103.84661994201436,2,1,False,True,False
1,64,0,3,1,0.0,0,0,1,0,A,E,1,No Deposit,207,Transient,130.57313849095289,0,0,True,False,True
1,147,2,1,2,0.0,0,0,0,0,A,H,0,No Deposit,0,Transient,68.61541578719923,1,0,False,False,False
1,108,0,3,1,0.0,0,0,0,0,A,A,0,No Deposit,0,Transient,141.60014683343934,0,0,False,False,False
